OD / in,OD / mm,Order Num,Length / in,Length / mm,Rate / lbs per in,Rate / N per mm,Initial Tension / lbs,Initial Tension / N,Sugg. Max. Defl. / in,Sugg. Max. Defl. / mm,Sugg. Max. Load / lbs,Sugg. Max. Load / N,Wire Dia. / in,Wire Dia. / mm,MAT'L,FNSH
0.120,3.05,80086S,1.38,34.9,.89,.16,.2,.8,1.2,30,1.2,5.4,0.016,0.41,SST,N
0.120,3.05,80098,1.38,34.9,2.1,.37,.3,1,1.1,27,2.5,11,0.018,0.46,MW,N
0.120,3.05,80098S,1.38,34.9,1.8,.31,.2,.9,.82,21,1.7,7.4,0.018,0.46,SST,N
0.120,3.05,80110,1.38,34.9,3.8,.66,.4,2,.80,20,3.4,15,0.020,0.51,MW,N
0.120,3.05,80110S,1.38,34.9,3.2,.56,.3,1,.62,16,2.3,10,0.020,0.51,SST,N
0.120,3.05,80121,1.38,34.9,6.4,1.1,.4,2,.62,16,4.3,19,0.022,0.56,MW,N
0.120,3.05,80121S,1.38,34.9,5.4,.95,.3,2,.48,12,2.9,13,0.022,0.56,SST,N
0.120,3.05,80077,1.50,38.1,.48,.08,.1,.5,2.5,64,1.3,5.8,0.014,0.36,MW,N
0.120,3.05,80077S,1.50,38.1,.41,.07,.09,.4,1.9,47,.85,3.8,0.014,0.36,SST,N
0.120,3.05,80087,1.50,38.1,.95,.17,.2,.9,1.7,43,1.8,8.0,0.016,0.41,MW,N
0.120,3.05,80087S,1.50,38.1,.81,.14,.2,.8,1.3,33,1.2,5.4,0.016,0.41,SST,N
0.120,3.05,80099,1.50,38.1,1.9,.33,.3,1,1.2,30,2.5,11,0.018,0.46,MW,N
0.120,3.05,80099S,1.50,38.1,1.6,.28,.2,.9,.90,23,1.7,7.4,0.018,0.46,SST,N
0.120,3.05,80111,1.50,38.1,3.5,.60,.4,2,.87,22,3.4,15,0.020,0.51,MW,N
0.120,3.05,80111S,1.50,38.1,2.9,.51,.3,1,.67,17,2.3,10,0.020,0.51,SST,N
0.120,3.05,80122,1.50,38.1,5.7,1.0,.4,2,.69,18,4.3,19,0.022,0.56,MW,N
0.120,3.05,80122S,1.50,38.1,4.8,.85,.3,2,.53,14,2.9,13,0.022,0.56,SST,N
0.120,3.05,80088,1.75,44.5,.84,.15,.2,.9,1.9,48,1.8,8.0,0.016,0.41,MW,N
0.120,3.05,80088S,1.75,44.5,.71,.13,.2,.8,1.5,37,1.2,5.4,0.016,0.41,SST,N
0.120,3.05,80100,1.75,44.5,1.6,.28,.3,1,1.4,35,2.5,11,0.018,0.46,MW,N
0.120,3.05,80100S,1.75,44.5,1.4,.24,.2,.9,1.1,27,1.7,7.4,0.018,0.46,SST,N
0.120,3.05,80112,1.75,44.5,2.9,.51,.4,2,1.0,26,3.4,15,0.020,0.51,MW,N
0.120,3.05,80112S,1.75,44.5,2.5,.43,.3,1,.80,20,2.3,10,0.020,0.51,SST,N
0.120,3.05,80123,1.75,44.5,4.8,.83,.4,2,.83,21,4.3,19,0.022,0.56,MW,N
0.120,3.05,80123S,1.75,44.5,4.0,.71,.3,2,.64,16,2.9,13,0.022,0.56,SST,N
0.120,3.05,80089,2.00,50.8,.69,.12,.2,.9,2.3,59,1.8,8.0,0.016,0.41,MW,N
0.120,3.05,80089S,2.00,50.8,.58,.10,.2,.8,1.8,46,1.2,5.4,0.016,0.41,SST,N
0.120,3.05,80101,2.00,50.8,1.4,.24,.3,1,1.6,42,2.5,11,0.018,0.46,MW,N
0.120,3.05,80101S,2.00,50.8,1.1,.20,.2,.9,1.3,32,1.7,7.4,0.018,0.46,SST,N
0.120,3.05,80113,2.00,50.8,2.5,.43,.4,2,1.2,31,3.4,15,0.020,0.51,MW,N
0.120,3.05,80113S,2.00,50.8,2.1,.36,.3,1,.95,24,2.3,10,0.020,0.51,SST,N
0.120,3.05,80124,2.00,50.8,4.1,.72,.4,2,.96,24,4.3,19,0.022,0.56,MW,N
0.120,3.05,80124S,2.00,50.8,3.5,.61,.3,2,.74,19,2.9,13,0.022,0.56,SST,N
0.120,3.05,80102,2.25,57.2,1.2,.21,.3,1,1.8,46,2.5,11,0.018,0.46,MW,N
0.120,3.05,80102S,2.25,57.2,1.0,.18,.2,.9,1.4,36,1.7,7.4,0.018,0.46,SST,N
0.120,3.05,80114,2.25,57.2,2.1,.37,.4,2,1.4,36,3.4,15,0.020,0.51,MW,N
0.120,3.05,80114S,2.25,57.2,1.8,.31,.3,1,1.1,28,2.3,10,0.020,0.51,SST,N
0.120,3.05,80125,2.25,57.2,3.6,.63,.4,2,1.1,28,4.3,19,0.022,0.56,MW,N
0.120,3.05,80125S,2.25,57.2,3.1,.54,.3,2,.84,21,2.9,13,0.022,0.56,SST,N
0.120,3.05,80126,2.50,63.5,3.2,.56,.4,2,1.2,31,4.3,19,0.022,0.56,MW,N
0.120,3.05,80126S,2.50,63.5,2.7,.48,.3,2,.94,24,2.9,13,0.022,0.56,SST,N
0.125,3.18,460,.34,8.7,1.1,.20,.04,.2,.50,13,.62,2.7,0.011,0.28,MW,Z
0.125,3.18,M-60,.34,8.7,1.2,.21,.06,.3,.60,15,.80,3.5,0.012,0.30,MW,N
0.125,3.18,BB-1,.38,9.5,.13,.02,.01,.05,1.8,46,.24,1.1,0.008,0.20,MW,N
0.125,3.18,ZZ1-47,.38,9.5,.69,.12,.04,.2,.83,21,.62,2.7,0.011,0.28,MW,N
0.125,3.18,O-25,.38,9.5,1.5,.26,.06,.3,.50,13,.80,3.5,0.012,0.30,MW,Z
0.125,3.18,A9-33,.38,9.5,1.9,.33,.09,.4,.49,12,1.0,4.5,0.013,0.33,MW,Z
0.125,3.18,B-77,.41,10.3,1.1,.20,.06,.3,.64,16,.80,3.5,0.012,0.30,MW,N
0.125,3.18,M-49,.41,10.3,5.6,.98,.3,1,.33,8.3,2.1,9.4,0.017,0.43,MW,GI
0.125,3.18,O-6,.41,10.3,9.5,1.7,.4,2,.23,5.7,2.5,11,0.018,0.46,MW,N
0.125,3.18,ZZ4-49,.41,10.3,15,2.6,.5,2,.13,3.3,2.4,11,0.020,0.51,SST,N
0.125,3.18,N-90,.44,11.1,.95,.17,.04,.2,.61,15,.62,2.7,0.011,0.28,MW,N
0.125,3.18,ZZ1-20,.44,11.1,1.5,.27,.08,.4,.39,9.8,.67,3.0,0.013,0.33,SST,N
0.125,3.18,438,.44,11.1,2.2,.38,.1,.5,.53,13,1.3,5.7,0.014,0.36,MW,Z
0.125,3.18,5403,.44,11.1,2.4,.42,.1,.5,.49,12,1.3,5.7,0.014,0.36,MW,N
0.125,3.18,J-46,.44,11.1,4.0,.71,.2,1,.38,9.7,1.8,7.8,0.016,0.41,MW,GI
0.125,3.18,5392,.47,11.9,3.2,.56,.2,.7,.26,6.7,.99,4.4,0.015,0.38,SST,N
0.125,3.18,M-137,.47,11.9,6.1,1.1,.3,1,.30,7.6,2.1,9.4,0.017,0.43,MW,N
0.125,3.18,5430,.50,12.7,.63,.11,.04,.2,.58,15,.40,1.8,0.011,0.28,SST,N
0.125,3.18,S-500,.50,12.7,1.2,.22,.08,.4,.47,12,.67,3.0,0.013,0.33,SST,N
0.125,3.18,ZZ4-22,.50,12.7,2.5,.44,.2,.7,.51,13,1.4,6.4,0.015,0.38,MW,Z
0.125,3.18,5406,.50,12.7,3.6,.64,.2,1,.42,11,1.8,7.8,0.016,0.41,MW,N
0.125,3.18,S-501,.50,12.7,11,1.9,.5,2,.18,4.5,2.4,11,0.020,0.51,SST,N
0.125,3.18,5337**,.56,14.3,.29,.05,.03,.1,1.5,38,.46,2.1,0.010,0.25,MW,N
0.125,3.18,463,.56,14.3,.47,.08,.04,.2,1.2,31,.62,2.7,0.011,0.28,MW,Z
0.125,3.18,486,.59,15.1,.94,.17,.09,.4,.98,25,1.0,4.5,0.013,0.33,MW,Z
0.125,3.18,5396,.63,15.9,.26,.05,.03,.1,1.7,42,.46,2.1,0.010,0.25,MW,N
0.125,3.18,ZZ3-23,.63,15.9,2.7,.48,.2,1,.56,14,1.8,7.8,0.016,0.41,MW,N
0.125,3.18,S-502,.63,15.9,3.6,.63,.3,1,.34,8.5,1.5,6.6,0.017,0.43,SST,N
0.125,3.18,587**,.72,18.2,.20,.03,.03,.1,2.2,55,.46,2.1,0.010,0.25,MW,Z
0.125,3.18,N-20,.72,18.2,.70,.12,.09,.4,1.3,33,1.0,4.5,0.013,0.33,MW,N
0.125,3.18,M-13,.75,19.1,.18,.03,.03,.1,2.4,61,.46,2.1,0.010,0.25,MW,N
0.125,3.18,5065,.75,19.1,.71,.12,.09,.4,1.3,33,1.0,4.5,0.013,0.33,MW,Z
0.125,3.18,B3-12,.75,19.1,.62,.11,.09,.4,1.5,38,1.0,4.5,0.013,0.33,MW,N
0.125,3.18,M-59,.75,19.1,1.1,.19,.1,.5,1.1,28,1.3,5.7,0.014,0.36,MW,GI
0.125,3.18,S-503,.75,19.1,1.4,.25,.2,.7,.59,15,.99,4.4,0.015,0.38,SST,N
0.125,3.18,5706**,.75,19.1,2.6,.45,.2,1,.59,15,1.8,7.8,0.016,0.41,MW,Z
0.125,3.18,M-5,.75,19.1,1.9,.34,.2,1,.80,20,1.8,7.8,0.016,0.41,MW,Z
0.125,3.18,ZZ1-46,.75,19.1,2.2,.39,.2,1,.69,17,1.8,7.8,0.016,0.41,MW,Z
0.125,3.18,ZZ1-25,.78,19.8,.58,.10,.08,.4,1.0,26,.67,3.0,0.013,0.33,SST,N
0.125,3.18,S-504,.88,22.2,2.1,.36,.3,1,.58,15,1.5,6.6,0.017,0.43,SST,N
0.125,3.18,5310,.88,22.2,9.8,1.7,.9,4,.39,9.9,4.7,21,0.022,0.56,MW,N
0.125,3.18,5401,.91,23.0,2.6,.46,.3,1,.69,18,2.1,9.4,0.017,0.43,MW,N
0.125,3.18,ZZ4-44,.91,23.0,5.8,1.0,.6,3,.50,13,3.5,15,0.020,0.51,MW,Z
0.125,3.18,ZZ3-9,.97,24.6,1.4,.24,.2,.9,.74,19,1.2,5.4,0.016,0.41,SST,N
0.125,3.18,A14-7,.97,24.6,2.0,.35,.3,1,.92,23,2.1,9.4,0.017,0.43,MW,N
0.125,3.18,S-505,1.00,25.4,.37,.06,.08,.4,1.6,41,.67,3.0,0.013,0.33,SST,N
0.125,3.18,ZZ4-46,1.00,25.4,2.9,.50,.4,2,.75,19,2.5,11,0.018,0.46,MW,Z
0.125,3.18,5950,1.00,25.4,2.3,.40,.3,2,.62,16,1.7,7.8,0.018,0.46,SST,N
0.125,3.18,ZZ2-22,1.00,25.4,3.8,.67,.5,2,.65,17,3.0,13,0.019,0.48,MW,N
0.125,3.18,S-506,1.00,25.4,4.1,.72,.5,2,.46,12,2.4,11,0.020,0.51,SST,N
0.125,3.18,ZZ4-56,1.00,25.4,5.2,.92,.6,3,.55,14,3.5,15,0.020,0.51,MW,N
0.125,3.18,B1-17,1.00,25.4,6.2,1.1,.7,3,.54,14,4.0,18,0.021,0.53,MW,GI
0.125,3.18,ZZ1-56,1.09,27.8,4.4,.78,.5,2,.43,11,2.4,11,0.020,0.51,SST,N
0.125,3.18,S-507,1.13,28.6,1.5,.26,.3,1,.81,21,1.5,6.6,0.017,0.43,SST,N
0.125,3.18,5908,1.13,28.6,4.0,.70,.6,3,.73,18,3.5,15,0.020,0.51,MW,Z
0.125,3.18,5844,1.13,28.6,6.8,1.2,.9,4,.56,14,4.7,21,0.022,0.56,MW,Z
0.125,3.18,S-508,1.25,31.8,.67,.12,.2,.7,1.3,32,.99,4.4,0.015,0.38,SST,N
0.125,3.18,G-84,1.25,31.8,1.4,.25,.3,1,.85,22,1.5,6.6,0.017,0.43,SST,N
0.125,3.18,ZZ4-58,1.25,31.8,3.7,.66,.6,3,.77,20,3.5,15,0.020,0.51,MW,N
0.125,3.18,5953,1.25,31.8,5.4,.94,.8,4,.47,12,3.3,15,0.022,0.56,SST,N
0.125,3.18,S-509,1.31,33.3,1.4,.24,.3,1,.88,22,1.5,6.6,0.017,0.43,SST,N
0.125,3.18,ZZ1-53,1.38,34.9,1.3,.23,.3,1,.94,24,1.5,6.6,0.017,0.43,SST,N
0.125,3.18,B6-4,1.38,34.9,1.8,.31,.4,2,1.2,30,2.5,11,0.018,0.46,MW,N
0.125,3.18,B17-137,1.38,34.9,3.2,.56,.6,3,.91,23,3.5,15,0.020,0.51,MW,N
0.125,3.18,5951,1.38,34.9,2.8,.50,.5,2,.67,17,2.4,11,0.020,0.51,SST,N
0.125,3.18,5954,1.38,34.9,5.0,.88,.00,.00,.50,13,2.5,11,0.022,0.56,SST,N
0.125,3.18,199-A,1.50,38.1,.07,.01,.03,.1,6.0,153,.46,2.1,0.010,0.25,MW,Z
0.125,3.18,199-B,1.50,38.1,.19,.03,.06,.3,3.8,96,.80,3.5,0.012,0.30,MW,Z
0.125,3.18,N-94,1.50,38.1,.30,.05,.09,.4,3.1,78,1.0,4.5,0.013,0.33,MW,N
0.125,3.18,S-510,1.50,38.1,.26,.05,.08,.4,2.2,56,.67,3.0,0.013,0.33,SST,N
0.125,3.18,258-A,1.50,38.1,.43,.07,.1,.5,2.7,69,1.3,5.7,0.014,0.36,MW,Z
0.125,3.18,199-C,1.50,38.1,.65,.11,.2,.7,2.0,50,1.4,6.4,0.015,0.38,MW,Z
0.125,3.18,181-A,1.50,38.1,1.7,.29,.4,2,1.3,32,2.5,11,0.018,0.46,MW,Z
0.125,3.18,ZZ4-21,1.50,38.1,1.5,.26,.3,2,.96,24,1.7,7.8,0.018,0.46,SST,N
0.125,3.18,5819,1.50,38.1,2.3,.41,.5,2,1.1,27,3.0,13,0.019,0.48,MW,Z
0.125,3.18,S-511,1.50,38.1,2.8,.48,.5,2,.69,17,2.4,11,0.020,0.51,SST,N
0.125,3.18,5955,1.50,38.1,4.4,.77,.8,4,.57,14,3.3,15,0.022,0.56,SST,N
0.125,3.18,B3-17,1.50,38.1,7,1.9,.75,5,.59,10,5.4,24,0.023,0.58,MW,N
0.125,3.18,5425,1.50,38.1,11,1.9,2,7,.46,12,6.7,30,0.025,0.64,MW,N
0.125,3.18,ZZ1-63,1.53,38.9,.08,.01,.03,.1,5.5,140,.46,2.1,0.010,0.25,MW,Z
0.125,3.18,B6-27,1.53,38.9,.59,.10,.2,.7,2.2,55,1.4,6.4,0.015,0.38,MW,N
0.125,3.18,5400,1.56,39.7,.20,.04,.06,.3,3.6,91,.80,3.5,0.012,0.30,MW,N
0.125,3.18,ZZ2-57,1.56,39.7,5.3,.92,.9,4,.72,18,4.7,21,0.022,0.56,MW,Z
0.125,3.18,B3-15,1.63,41.3,.16,.03,.06,.3,4.6,116,.80,3.5,0.012,0.30,MW,N
0.125,3.18,ZZ2-5,1.63,41.3,.40,.07,.1,.5,2.9,73,1.3,5.7,0.014,0.36,MW,Z
0.125,3.18,5956,1.63,41.3,4.0,.70,.8,4,.62,16,3.3,15,0.022,0.56,SST,N
0.125,3.18,S-512,1.75,44.5,.50,.09,.2,.7,1.7,43,.99,4.4,0.015,0.38,SST,N
0.125,3.18,M-65,1.75,44.5,.66,.12,.2,.9,1.5,39,1.2,5.4,0.016,0.41,SST,N
0.125,3.18,ZZ4-45,1.75,44.5,2.6,.46,.6,3,1.1,28,3.5,15,0.020,0.51,MW,Z
0.125,3.18,B6-26,1.75,44.5,3.2,.56,.7,3,1.0,26,4.0,18,0.021,0.53,MW,N
0.125,3.18,5957,1.75,44.5,3.7,.65,.8,4,.67,17,3.3,15,0.022,0.56,SST,N
0.125,3.18,258-B,1.88,47.6,.35,.06,.1,.5,3.3,85,1.3,5.7,0.014,0.36,MW,Z
0.125,3.18,181-B,1.88,47.6,1.3,.23,.4,2,1.6,42,2.5,11,0.018,0.46,MW,Z
0.125,3.18,5958,1.88,47.6,3.4,.60,.8,4,.73,18,3.3,15,0.022,0.56,SST,N
0.125,3.18,490,1.94,49.2,11,1.9,2,8,.54,14,7.6,34,0.026,0.66,MW,Z
0.125,3.18,S-513,2.00,50.8,.19,.03,.08,.4,3.1,80,.67,3.0,0.013,0.33,SST,N
0.125,3.18,S-514,2.00,50.8,1.9,.33,.5,2,1.0,25,2.4,11,0.020,0.51,SST,N
0.125,3.18,5843,2.00,50.8,2.1,.37,.6,3,1.4,35,3.5,15,0.020,0.51,MW,Z
0.125,3.18,M-140,2.00,50.8,3.8,.66,.9,4,1.0,26,4.7,21,0.022,0.56,MW,N
0.125,3.18,O-22,2.25,57.2,.12,.02,.06,.3,6.3,159,.80,3.5,0.012,0.30,MW,Z
0.125,3.18,258-C,2.50,63.5,.24,.04,.1,.5,4.7,121,1.3,5.7,0.014,0.36,MW,Z
0.125,3.18,181-C,2.50,63.5,.96,.17,.4,2,2.2,57,2.5,11,0.018,0.46,MW,Z
0.125,3.18,5225,4.00,101.6,.30,.05,.2,1,5.1,128,1.8,7.8,0.016,0.41,MW,Z
0.125,3.18,5462,5.47,138.9,.34,.06,.3,1,5.5,139,2.1,9.4,0.017,0.43,MW,N
0.125,3.18,5247,6.00,152.4,.14,.03,.2,.7,8.9,226,1.4,6.4,0.015,0.38,MW,N
0.125,3.18,5198,8.00,203.2,.11,.02,.2,.7,12,308,1.4,6.4,0.015,0.38,MW,Z
0.125,3.18,585,12.0,304.8,.34,.06,.6,3,8.6,218,3.5,15,0.020,0.51,MW,Z
0.140,3.56,ZZ2-1,.31,7.9,7.1,1.3,.2,.7,.19,4.9,1.5,6.9,0.016,0.41,MW,N
0.140,3.56,ZZ2-20,.38,9.5,1.7,.30,.07,.3,.49,12,.90,4.0,0.013,0.33,MW,Z
0.140,3.56,ZZ2-4,.41,10.3,.38,.07,.02,.1,1.0,26,.41,1.8,0.010,0.25,MW,N
0.140,3.56,B3-23,.41,10.3,1.0,.18,.07,.3,.82,21,.90,4.0,0.013,0.33,MW,N
0.140,3.56,O-30,.44,11.1,1.0,.18,.07,.3,.81,21,.90,4.0,0.013,0.33,MW,N
0.140,3.56,5421,.44,11.1,2.1,.37,.1,.4,.49,12,1.1,5.0,0.014,0.36,MW,N
0.140,3.56,5578,.47,11.9,.79,.14,.05,.2,.84,21,.71,3.2,0.012,0.30,MW,Z
0.140,3.56,5308,.50,12.7,3.6,.63,.2,.7,.39,9.8,1.5,6.9,0.016,0.41,MW,N
0.140,3.56,M-35,.50,12.7,2.4,.42,.2,.7,.57,15,1.5,6.9,0.016,0.41,MW,GI
0.140,3.56,M-2,.50,12.7,3.3,.58,.2,.9,.50,13,1.9,8.3,0.017,0.43,MW,Z
0.140,3.56,5250,.59,15.1,3.1,.55,.2,.9,.53,13,1.9,8.3,0.017,0.43,MW,N
0.140,3.56,M-117,.63,15.9,1.4,.24,.1,.6,.84,21,1.3,5.7,0.015,0.38,MW,N
0.140,3.56,ZZ3-7,.63,15.9,1.8,.31,.2,.7,.52,13,1.1,4.8,0.016,0.41,SST,N
0.140,3.56,M-41,.75,19.1,1.0,.18,.1,.6,1.1,28,1.3,5.7,0.015,0.38,MW,N
0.140,3.56,O-99,.81,20.6,.98,.17,.1,.6,1.2,30,1.3,5.7,0.015,0.38,MW,N
0.140,3.56,498,.84,21.4,4.0,.70,.4,2,.66,17,3.0,14,0.020,0.51,MW,Z
0.140,3.56,534-A,.88,22.2,.77,.14,.1,.6,1.5,38,1.3,5.7,0.015,0.38,MW,Z
0.140,3.56,ZZ2-13,.88,22.2,5.9,1.0,.6,3,.38,9.8,2.9,13,0.022,0.56,SST,N
0.140,3.56,495,1.06,27.0,.12,.02,.03,.2,4.2,107,.55,2.4,0.011,0.28,MW,Z
0.140,3.56,5049**,1.25,31.8,.77,.14,.2,.7,1.8,46,1.5,6.9,0.016,0.41,MW,Z
0.140,3.56,5330,1.31,33.3,.36,.06,.09,.4,2.9,73,1.1,5.0,0.014,0.36,MW,Z
0.140,3.56,259-A,1.50,38.1,.30,.05,.1,.4,3.5,88,1.1,5.0,0.014,0.36,MW,Z
0.140,3.56,163-A,1.50,38.1,.60,.10,.2,.7,2.3,59,1.6,6.9,0.016,0.41,MW,Z
0.140,3.56,5368,1.63,41.3,.12,.02,.05,.2,5.5,140,.71,3.2,0.012,0.30,MW,N
0.140,3.56,259-B,1.88,47.6,.23,.04,.1,.4,4.5,114,1.1,5.0,0.014,0.36,MW,Z
0.140,3.56,163-B,1.88,47.6,.47,.08,.2,.7,3.0,75,1.6,6.9,0.016,0.41,MW,Z
0.140,3.56,259-C,2.50,63.5,.17,.03,.1,.4,6.2,157,1.1,5.0,0.014,0.36,MW,Z
0.140,3.56,5423,2.50,63.5,.18,.03,.1,.4,5.9,149,1.1,5.0,0.014,0.36,MW,N
0.140,3.56,O-24,2.50,63.5,.24,.04,.1,.6,4.7,120,1.3,5.7,0.015,0.38,MW,N
0.140,3.56,163-C,2.50,63.5,.34,.06,.2,.7,4.1,103,1.6,6.9,0.016,0.41,MW,Z
0.140,3.56,5186,4.00,101.6,.53,.09,.3,2,4.3,110,2.6,12,0.019,0.48,MW,Z
0.140,3.56,5131,5.00,127.0,5.3,.93,3,11,1.5,37,10,46,0.030,0.76,MW,Z
0.140,3.56,5213,5.94,150.8,.78,.14,.6,3,4.4,112,4.1,18,0.022,0.56,MW,Z
0.140,3.56,5190,7.88,200.0,.14,.02,.2,.9,12,299,1.9,8.3,0.017,0.43,MW,Z
0.156,3.96,O-310,.34,8.7,8.2,1.4,.2,1,.22,5.5,2.0,8.8,0.018,0.46,MW,N
0.156,3.96,588,.38,9.5,.28,.05,.02,.08,1.3,32,.37,1.7,0.010,0.25,MW,Z
0.156,3.96,ZZ2-12,.38,9.5,1.2,.20,.05,.2,.65,17,.82,3.6,0.013,0.33,MW,Z
0.156,3.96,586,.44,11.1,.83,.15,.04,.2,.72,18,.64,2.8,0.012,0.30,MW,Z
0.156,3.96,O-26,.50,12.7,.16,.03,.02,.08,2.2,56,.37,1.7,0.010,0.25,MW,GI
0.156,3.96,ZZ3-5,.50,12.7,.43,.08,.04,.2,1.4,35,.64,2.8,0.012,0.30,MW,N
0.156,3.96,461,.50,12.7,.96,.17,.07,.3,.98,25,1.0,4.5,0.014,0.36,MW,Z
0.156,3.96,5339***,.50,12.7,1.2,.21,.07,.3,.79,20,1.0,4.5,0.014,0.36,MW,N
0.156,3.96,M-16,.50,12.7,1.4,.24,.1,.4,.76,19,1.1,5.0,0.015,0.38,MW,Z
0.156,3.96,426,.53,13.5,.16,.03,.02,.08,2.3,57,.37,1.7,0.010,0.25,MW,Z
0.156,3.96,5415,.56,14.3,.19,.03,.02,.08,1.9,48,.37,1.7,0.010,0.25,MW,GI
0.156,3.96,493,.56,14.3,3.3,.57,.2,1,.54,14,2.0,8.8,0.018,0.46,MW,Z
0.156,3.96,M-42,.56,14.3,3.2,.56,.2,1,.55,14,2.0,8.8,0.018,0.46,MW,N
0.156,3.96,5568,.59,15.1,.08,.01,.01,.05,3.1,78,.27,1.2,0.009,0.23,MW,Z
0.156,3.96,A-59,.59,15.1,.33,.06,.04,.2,1.8,46,.64,2.8,0.012,0.30,MW,Z
0.156,3.96,419,.59,15.1,.55,.10,.06,.2,1.4,35,.82,3.6,0.013,0.33,MW,Z
0.156,3.96,5302,.59,15.1,8.2,1.4,.5,2,.39,9.8,3.7,16,0.022,0.56,MW,Z
0.156,3.96,M-44,.63,15.9,1.5,.27,.1,.6,.82,21,1.4,6.1,0.016,0.41,MW,N
0.156,3.96,ZZ1-35,.63,15.9,5.1,.89,.3,2,.47,12,2.7,12,0.020,0.51,MW,N
0.156,3.96,B3-2,.67,17.1,.78,.14,.1,.4,1.3,34,1.1,5.0,0.015,0.38,MW,Z
0.156,3.96,5766,.75,19.1,.26,.04,.04,.2,2.3,60,.64,2.8,0.012,0.30,MW,CU
0.156,3.96,ZZ2-23,.78,19.8,1.1,.20,.1,.6,1.1,28,1.4,6.1,0.016,0.41,MW,N
0.156,3.96,5117**,.81,20.6,.21,.04,.04,.2,2.8,72,.64,2.8,0.012,0.30,MW,N
0.156,3.96,N-107,.81,20.6,4.7,.82,.5,2,.45,11,2.6,11,0.022,0.56,SST,N
0.156,3.96,5093,.97,24.6,8.9,1.6,.9,4,.48,12,5.1,23,0.025,0.64,MW,Z
0.156,3.96,M-127,1.00,25.4,.48,.08,.1,.4,2.1,54,1.1,5.0,0.015,0.38,MW,N
0.156,3.96,424,1.03,26.2,4.9,.86,.6,3,.73,19,4.2,19,0.023,0.58,MW,Z
0.156,3.96,5155,1.06,27.0,.23,.04,.05,.2,3.3,84,.82,3.6,0.013,0.33,MW,Z
0.156,3.96,436,1.06,27.0,.34,.06,.08,.3,2.8,71,1.0,4.5,0.014,0.36,MW,Z
0.156,3.96,ZZ1-15,1.09,27.8,.38,.07,.07,.3,1.6,40,.67,3.0,0.014,0.36,SST,N
0.156,3.96,M-39,1.09,27.8,7.0,1.2,.9,4,.60,15,5.1,23,0.025,0.64,MW,Z
0.156,3.96,ZZ1-70,1.13,28.6,.03,.01,.01,.05,7.8,199,.27,1.2,0.009,0.23,MW,N
0.156,3.96,B3-18,1.13,28.6,4.1,.72,.6,3,.87,22,4.2,19,0.023,0.58,MW,N
0.156,3.96,ZZ3-36,1.16,29.4,.05,.01,.02,.08,4.7,120,.24,1.1,0.010,0.25,SST,N
0.156,3.96,414,1.22,31.0,3.8,.67,.6,3,.93,24,4.2,19,0.023,0.58,MW,Z
0.156,3.96,5083**,1.25,31.8,.54,.10,.1,.6,2.3,58,1.4,6.1,0.016,0.41,MW,Z
0.156,3.96,5375,1.38,34.9,.18,.03,.05,.2,4.2,107,.82,3.6,0.013,0.33,MW,N
0.156,3.96,5776,1.38,34.9,.90,.16,.2,1,2.0,50,2.0,8.8,0.018,0.46,MW,N
0.156,3.96,260-A,1.50,38.1,.20,.04,.08,.3,4.7,119,1.0,4.5,0.014,0.36,MW,Z
0.156,3.96,257-A,1.50,38.1,.30,.05,.1,.4,3.4,88,1.1,5.0,0.015,0.38,MW,Z
0.156,3.96,164-A,1.50,38.1,1.5,.25,.3,2,1.7,42,2.7,12,0.020,0.51,MW,Z
0.156,3.96,5519,1.63,41.3,7.1,1.2,1,6,.75,19,6.6,29,0.027,0.69,MW,Z
0.156,3.96,260-B,1.88,47.6,.16,.03,.08,.3,6.0,151,1.0,4.5,0.014,0.36,MW,Z
0.156,3.96,257-B,1.88,47.6,.23,.04,.1,.4,4.4,112,1.1,5.0,0.015,0.38,MW,Z
0.156,3.96,164-B,1.88,47.6,1.1,.20,.3,2,2.2,55,2.7,12,0.020,0.51,MW,Z
0.156,3.96,260-C,2.50,63.5,.12,.02,.08,.3,8.2,207,1.0,4.5,0.014,0.36,MW,Z
0.156,3.96,257-C,2.50,63.5,.17,.03,.1,.4,6.1,155,1.1,5.0,0.015,0.38,MW,Z
0.156,3.96,5387*,2.50,63.5,.48,.08,.2,1,3.7,94,2.0,8.8,0.018,0.46,MW,Z
0.156,3.96,164-C,2.50,63.5,.81,.14,.3,2,3.0,76,2.7,12,0.020,0.51,MW,Z
0.156,3.96,5771*,2.56,65.1,.47,.08,.2,1,3.8,95,2.0,8.8,0.018,0.46,MW,Z
0.156,3.96,451,4.00,101.6,.20,.04,.2,.8,7.3,186,1.7,7.4,0.017,0.43,MW,Z
0.156,3.96,5188,4.00,101.6,.64,.11,.4,2,4.3,110,3.2,14,0.021,0.53,MW,Z
0.156,3.96,5257,6.00,152.4,.32,.06,.3,2,7.5,191,2.7,12,0.020,0.51,MW,Z
0.156,3.96,5269,6.50,165.1,.17,.03,.2,1,11,271,2.0,8.8,0.018,0.46,MW,Z
0.156,3.96,5275,8.00,203.2,.31,.05,.4,2,9.0,229,3.2,14,0.021,0.53,MW,Z
0.172,4.37,A-87,.31,7.9,4.1,.72,.1,.5,.28,7.0,1.2,5.5,0.016,0.41,MW,Z
